8	0.70	0.566925
8	0.80	0.423279
8	0.90	0.255156
8	0.95	0.165365
16	0.70	0.463670
16	0.80	0.358927
16	0.90	0.190620
16	0.95	0.127022
32	0.70	0.392059
32	0.80	0.321553
32	0.90	0.171539
32	0.95	0.102722
