sha256:e25c0cd7f0119a82933cfd06b648896e48f9c0f923ac160521e3db3fbc131ba9	analysis/geom/canonical_truths.txt
sha256:ccdfa37eb2c69b37b17ae76e421d92e1e6a40f57796fc5c11ff32ef12f927143	docs/monographs/canonical_truths_explained.md
