id\tts\top\ta_hash\tb_hash\tparam\tvalue\tthreshold\tresult\treceipt
239de2a40b3b		ANCHOR	c4ca8e610e01fd381d1a28812fd55e886d0c9196a5b3dac174a0df0bda857b84	c12ccc7c0bcc4e9e3d317f0564141b7369aea5d10c24733850ac4146bf2ebf2b	eps,delta	2.00015,0.0419488	0.2,0.3	FALSE	239de2a40b3b7e490f055b6fdc7a5ee0427a463c21f1f3338198b0f232f3e561
