S_micro	T_micro	diff	mA	mB	nA	nB
234000	-173381	60057	234000	-173381	1	1
234000	-171381	60177	234000	-171381	1	1
234000	-169381	60363	234000	-169381	1	1
234000	-167381	60615	234000	-167381	1	1
234000	-165381	60932	234000	-165381	1	1
234000	-163381	61312	234000	-163381	1	1
234000	-161381	61755	234000	-161381	1	1
234000	-159381	62259	234000	-159381	1	1
234000	-157381	62822	234000	-157381	1	1
234000	-155381	63444	234000	-155381	1	1
234000	-153381	64121	234000	-153381	1	1
234000	-151381	64854	234000	-151381	1	1
234000	-149381	65639	234000	-149381	1	1
234000	-147381	66475	234000	-147381	1	1
234000	-145381	67361	234000	-145381	1	1
234000	-143381	68293	234000	-143381	1	1
234000	-141381	69271	234000	-141381	1	1
234000	-139381	70291	234000	-139381	1	1
234000	-137381	71354	234000	-137381	1	1
234000	-135381	72456	234000	-135381	1	1
234000	-133381	73596	234000	-133381	1	1
234000	-131381	74772	234000	-131381	1	1
234000	-129381	75982	234000	-129381	1	1
234000	-127381	77225	234000	-127381	1	1
234000	-125381	78500	234000	-125381	1	1
234000	-123381	79804	234000	-123381	1	1
234000	-121381	81137	234000	-121381	1	1
234000	-119381	82496	234000	-119381	1	1
234000	-117381	83881	234000	-117381	1	1
234000	-115381	85291	234000	-115381	1	1
234000	-113381	86724	234000	-113381	1	1
234000	-111381	88179	234000	-111381	1	1
234000	-109381	89655	234000	-109381	1	1
234000	-107381	91151	234000	-107381	1	1
236000	-261381	103217	236000	-261381	1	1
236000	-259381	101569	236000	-259381	1	1
236000	-257381	99934	236000	-257381	1	1
236000	-255381	98312	236000	-255381	1	1
236000	-253381	96704	236000	-253381	1	1
236000	-251381	95112	236000	-251381	1	1
236000	-249381	93534	236000	-249381	1	1
236000	-247381	91974	236000	-247381	1	1
236000	-245381	90430	236000	-245381	1	1
236000	-243381	88905	236000	-243381	1	1
236000	-241381	87399	236000	-241381	1	1
236000	-239381	85913	236000	-239381	1	1
236000	-237381	84448	236000	-237381	1	1
236000	-235381	83006	236000	-235381	1	1
