S_micro\tT_micro\tdiff\tstability
500000	0	392692	stable
500000	5000	397692	stable
500000	10000	402692	stable
500000	15000	407692	stable
500000	20000	412692	stable
500000	25000	417692	stable
500000	30000	422692	stable
500000	35000	427692	stable
500000	40000	432692	stable
500000	45000	437692	stable
500000	50000	442692	stable
500000	55000	447692	stable
500000	60000	452692	stable
500000	65000	457692	stable
500000	70000	462692	stable
500000	75000	467692	stable
500000	80000	472692	stable
500000	85000	477692	stable
500000	90000	482692	stable
500000	95000	487692	stable
500000	100000	492692	stable
500000	105000	497692	stable
500000	110000	502692	stable
500000	115000	507692	stable
500000	120000	512692	stable
500000	125000	517692	stable
500000	130000	522692	stable
500000	135000	527692	stable
500000	140000	532692	stable
500000	145000	537692	stable
500000	150000	542692	stable
520000	0	408562	stable
520000	5000	413562	stable
520000	10000	418562	stable
520000	15000	423562	stable
520000	20000	428562	stable
520000	25000	433562	stable
520000	30000	438562	stable
520000	35000	443562	stable
520000	40000	448562	stable
520000	45000	453562	stable
520000	50000	458562	stable
520000	55000	463562	stable
520000	60000	468562	stable
520000	65000	473562	stable
520000	70000	478562	stable
520000	75000	483562	stable
520000	80000	488562	stable
520000	85000	493562	stable
520000	90000	498562	stable
520000	95000	503562	stable
520000	100000	508562	stable
520000	105000	513562	stable
520000	110000	518562	stable
520000	115000	523562	stable
520000	120000	528562	stable
520000	125000	533562	stable
520000	130000	538562	stable
520000	135000	543562	stable
520000	140000	548562	stable
520000	145000	553562	stable
520000	150000	558562	stable
540000	0	424432	stable
540000	5000	429432	stable
540000	10000	434432	stable
540000	15000	439432	stable
540000	20000	444432	stable
540000	25000	449432	stable
540000	30000	454432	stable
540000	35000	459432	stable
540000	40000	464432	stable
540000	45000	469432	stable
540000	50000	474432	stable
540000	55000	479432	stable
540000	60000	484432	stable
540000	65000	489432	stable
540000	70000	494432	stable
540000	75000	499432	stable
540000	80000	504432	stable
540000	85000	509432	stable
540000	90000	514432	stable
540000	95000	519432	stable
540000	100000	524432	stable
540000	105000	529432	stable
540000	110000	534432	stable
540000	115000	539432	stable
540000	120000	544432	stable
540000	125000	549432	stable
540000	130000	554432	stable
540000	135000	559432	stable
540000	140000	564432	stable
540000	145000	569432	stable
540000	150000	574432	stable
560000	0	440301	stable
560000	5000	445301	stable
560000	10000	450301	stable
560000	15000	455301	stable
560000	20000	460301	stable
560000	25000	465301	stable
560000	30000	470301	stable
560000	35000	475301	stable
560000	40000	480301	stable
560000	45000	485301	stable
560000	50000	490301	stable
560000	55000	495301	stable
560000	60000	500301	stable
560000	65000	505301	stable
560000	70000	510301	stable
560000	75000	515301	stable
560000	80000	520301	stable
560000	85000	525301	stable
560000	90000	530301	stable
560000	95000	535301	stable
560000	100000	540301	stable
560000	105000	545301	stable
560000	110000	550301	stable
560000	115000	555301	stable
560000	120000	560301	stable
560000	125000	565301	stable
560000	130000	570301	stable
560000	135000	575301	stable
560000	140000	580301	stable
560000	145000	585301	stable
560000	150000	590301	stable
580000	0	456170	stable
580000	5000	461170	stable
580000	10000	466170	stable
580000	15000	471170	stable
580000	20000	476170	stable
580000	25000	481170	stable
580000	30000	486170	stable
580000	35000	491170	stable
580000	40000	496170	stable
580000	45000	501170	stable
