timestamp	source
2025-09-19T22:11Z	H_BAR=0.34788239	ROOT=f866c1a13e0a01104d3d65bc582b3787edbe235e2c9302ef5130b6aa0ebb919f	PACK=run_20250919T213158Z_02e43a2b71
