ts	curvature_sum
20251004T220244Z	0.000000070000
20251004T220457Z	0.000000070000
20251004T220513Z	0.000000070000
20251004T220615Z	0.000000070000
20251004T220909Z	0.000000070000
rich	0.000000000000
rich	0.000000000000
rich	0.000000000000
sample	0.000000000000
sample	0.000000000000
sample	0.000000000000
