# curve A1 A3 c1u1 c3u3 r1 r3 chi2_contrib
11a1 1.73e-05 0.0439 1.6974400000000005e-05 0.043900000000000002 3.2559999999999566e-07 0 0.023906707138254712
37a1 1.66e-05 0.0452 1.6974400000000005e-05 0.043900000000000002 -3.7440000000000441e-07 0.0012999999999999956 1.0514578735288216
