file,bytes,sampled,sample_bytes,gz1_bytes,cr_gz1
./.tau_ledger/entropy/witness_20250929T042055Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T042100Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T043338Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T043341Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T043512Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T043515Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T045925Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T063115Z_74353175e75a.json,1051,false,1051,580,0.551855
./.tau_ledger/entropy/witness_20250929T063118Z_74353175e75a.json,1051,false,1051,580,0.551855
