ReTau1	ImTau1	ReTau2	ImTau2	x	N	abs_q1	abs_q2	Re_a0	Im_a0	Re_chiy	Im_chiy	RelErr_q0	Re_a1	Im_a1
0.1	3	0.17	2.6	0.25	240	6.512412136079906e-09	8.039757694891616e-08	-1298.787880453367	-2.3582867419464e-13	101	1	13.85861022129011	9.132481546697794e-06	-5.651317033366696e-06
