case	ReTau	ImTau	z	N	LHS_re	RHS_re	RelErr	Note
tau+1	0.12	3.4	0.27	240	-0	0	nan	
z+1	0.12	3.4	0.27	240	0	-0	nan	
S	0.12	3.4	0.27	480	0.0071306925431769	-0.005236006007594204	10.26384131435023	stable, tau^-3
S	0.12	4.2	0.27	720	0.007058955946706753	-0.005236006007594204	12.19379971333056	stable, tau^-3, ImTau=4.2, N*3
S_diag	0.12	3.4	0.27	480	0.0071306925431769	0.4807425922156175	0.04240218112778179	0.005236006007594204	11.16024409239765	stable, (-i*tau)^-3
S_probe	0.12	3.4	0.27	480	1.031245892348785	10.26384131435023	11.16024409239765	0.009102273134220944	0.2856392574182939	errs: none, tau^-3, (-i*tau)^-3; R=(lhs/mag)/(phase*base)
S_fix	0.12	3.4	0.27	480	0.0071306925431769	1.68212840946511	1.031245892348785	stable, no tau^k
S_fix_wm1	0.12	3.4	0.27	480	0.0071306925431769	0.0258526511610097	1.971160615410527	stable, tau^-1
S_none	0.12	3.8	0.27	480	0.007247214565354959	1.68212840946511	1.037744159386655	0.009583210756601955	0.3098185338644444	|tau|=3.402117	ImTau=3.8
S_none	0.12	3.8	0.27	720	0.007247214565354959	1.68212840946511	1.037744159386655	0.009583210756601955	0.3098185338644444	|tau|=3.402117	ImTau=3.8
S_none	0.12	4.2	0.27	720	0.007058955946706753	1.68212840946511	1.045135419935226	0.009894270012188244	0.3346620525970697	|tau|=3.402117	ImTau=4.2
S_eta3	0.12	3.4	0.27	480	0.06212355414500245	24.22957142152386	1.001994275097619	stable, divide by eta^3
S_fix_conjwm1	0.12	3.4	0.27	480	0.0071306925431769	0.009026981327207945	0.0279333287813451	stable, (conj tau)^-1
S_fix_conjwm1K	0.12	3.4	0.27	480	0.0071306925431769	0.007334055283035831	0.02772855289614784	0.9999941383596493	0.003423922654275456	stable, K*(conj tau)^-1
S_scanK	0.12	3.4	0.23	480	0.004920068650527958	0.005486192723584314	0.1031907010161481	0.9999952048038853	0.003096832129064616	scan z; K*(conj tau)^-1
S_scanK	0.12	3.4	0.25	480	0.006007414454538784	0.006444573214490156	0.06783362457089559	0.9999946895839305	0.003258957492609649	scan z; K*(conj tau)^-1
S_scanK	0.12	3.4	0.29	480	0.008234313838052232	0.008091241160068083	0.01768241424940276	0.9999935574683898	0.003589571243730996	scan z; K*(conj tau)^-1
S_baked	0.12	3.4	0.27	480	0.0071306925431769	0.007334055283035831	0.02772855289614784	baked K*(conj tau)^-1
S_baked_reducedZ_inline	0.12	3.4	0.27	480	0.0071306925431769	0.007334055283035831	0.02772855289614784	inline reducer
