262000,-153264	39254
262000,-155264	38131
262000,-157264	37081
262000,-159264	36112
262000,-161264	35229
262000,-163264	34441
262000,-165264	33752
262000,-167264	33171
262000,-169264	32701
262000,-171264	32348
262000,-173264	32116
262000,-175264	32008
262000,-177264	32024
262000,-179264	32166
262000,-181264	32430
262000,-183264	32814
262000,-185264	33313
262000,-187264	33924
262000,-189264	34640
262000,-191264	35454
262000,-193264	36359
262000,-195264	37351
262000,-197264	38420
262000,-199264	39562
262000,-201264	40770
262000,-203264	42039
262000,-205264	43363
262000,-207264	44737
262000,-209264	46157
262000,-211264	47618
262000,-213264	49118
262000,-215264	50652
262000,-217264	52217
262000,-219264	53812
262000,-221264	55433
262000,-223264	57077
262000,-225264	58744
262000,-227264	60431
262000,-229264	62137
262000,-231264	63860
262000,-233264	65598
262000,-235264	67351
262000,-237264	69117
262000,-239264	70896
262000,-241264	72686
264000,-127264	57229
264000,-129264	55536
264000,-131264	53863
264000,-133264	52214
264000,-135264	50590
264000,-137264	48994
264000,-139264	47429
264000,-141264	45897
264000,-143264	44403
264000,-145264	42949
264000,-147264	41542
264000,-149264	40184
264000,-151264	38882
264000,-153264	37642
264000,-155264	36468
264000,-157264	35370
264000,-159264	34352
264000,-161264	33423
264000,-163264	32591
264000,-165264	31863
264000,-167264	31246
264000,-169264	30746
264000,-171264	30371
264000,-173264	30124
264000,-175264	30009
264000,-177264	30026
264000,-179264	30177
264000,-181264	30458
264000,-183264	30866
264000,-185264	31397
264000,-187264	32044
264000,-189264	32801
264000,-191264	33659
264000,-193264	34612
264000,-195264	35652
264000,-197264	36771
264000,-199264	37963
264000,-201264	39220
264000,-203264	40537
264000,-205264	41909
264000,-207264	43329
264000,-209264	44793
264000,-211264	46298
264000,-213264	47839
264000,-215264	49413
264000,-217264	51016
264000,-219264	52647
264000,-221264	54303
264000,-223264	55981
264000,-225264	57679
264000,-227264	59396
264000,-229264	61131
264000,-231264	62881
264000,-233264	64646
264000,-235264	66424
264000,-237264	68214
264000,-239264	70016
264000,-241264	71828
266000,-127264	56206
266000,-129264	54481
266000,-131264	52776
266000,-133264	51091
266000,-135264	49430
266000,-137264	47796
266000,-139264	46190
266000,-141264	44616
266000,-143264	43077
266000,-145264	41577
266000,-147264	40121
266000,-149264	38714
266000,-151264	37361
266000,-153264	36068
266000,-155264	34842
266000,-157264	33690
266000,-159264	32620
266000,-161264	31640
266000,-163264	30760
266000,-165264	29987
266000,-167264	29331
266000,-169264	28798
266000,-171264	28397
266000,-173264	28133
266000,-175264	28009
266000,-177264	28028
266000,-179264	28189
266000,-181264	28490
266000,-183264	28926
266000,-185264	29492
266000,-187264	30180
266000,-189264	30982
266000,-191264	31890
266000,-193264	32894
266000,-195264	33986
266000,-197264	35159
266000,-199264	36403
266000,-201264	37712
266000,-203264	39081
266000,-205264	40501
266000,-207264	41969
266000,-209264	43479
266000,-211264	45028
266000,-213264	46611
266000,-215264	48225
266000,-217264	49867
266000,-219264	51534
266000,-221264	53224
266000,-223264	54935
266000,-225264	56665
266000,-227264	58412
266000,-229264	60175
266000,-231264	61952
266000,-233264	63742
266000,-235264	65545
266000,-237264	67359
266000,-239264	69183
266000,-241264	71016
268000,-127264	55237
268000,-129264	53481
268000,-131264	51742
268000,-133264	50023
268000,-135264	48326
268000,-137264	46652
268000,-139264	45005
268000,-141264	43388
268000,-143264	41804
268000,-145264	40257
268000,-147264	38752
268000,-149264	37293
268000,-151264	35886
268000,-153264	34538
268000,-155264	33256
268000,-157264	32047
268000,-159264	30920
268000,-161264	29885
268000,-163264	28951
268000,-165264	28129
268000,-167264	27428
268000,-169264	26858
268000,-171264	26427
268000,-173264	26143
268000,-175264	26010
268000,-177264	26030
268000,-179264	26204
268000,-181264	26527
268000,-183264	26995
268000,-185264	27601
268000,-187264	28335
268000,-189264	29187
268000,-191264	30149
268000,-193264	31209
268000,-195264	32358
268000,-197264	33588
268000,-199264	34888
268000,-201264	36252
268000,-203264	37673
268000,-205264	39145
268000,-207264	40662
268000,-209264	42219
268000,-211264	43812
268000,-213264	45437
268000,-215264	47092
268000,-217264	48772
268000,-219264	50475
268000,-221264	52199
268000,-223264	53943
268000,-225264	55704
268000,-227264	57480
268000,-229264	59271
268000,-231264	61074
268000,-233264	62890
268000,-235264	64716
268000,-237264	66552
268000,-239264	68398
268000,-241264	70252
270000,-127264	54324
270000,-129264	52538
270000,-131264	50767
270000,-133264	49013
270000,-135264	47280
270000,-137264	45568
270000,-139264	43880
270000,-141264	42220
270000,-143264	40591
270000,-145264	38996
270000,-147264	37440
270000,-149264	35927
270000,-151264	34465
270000,-153264	33059
270000,-155264	31717
270000,-157264	30447
270000,-159264	29259
270000,-161264	28162
270000,-163264	27169
270000,-165264	26291
270000,-167264	25540
270000,-169264	24927
270000,-171264	24462
270000,-173264	24155
270000,-175264	24011
270000,-177264	24033
270000,-179264	24220
270000,-181264	24570
270000,-183264	25075
270000,-185264	25725
270000,-187264	26511
270000,-189264	27421
270000,-191264	28442
270000,-193264	29564
270000,-195264	30775
270000,-197264	32064
270000,-199264	33424
270000,-201264	34846
270000,-203264	36322
270000,-205264	37846
270000,-207264	39413
270000,-209264	41018
270000,-211264	42656
270000,-213264	44323
270000,-215264	46018
270000,-217264	47735
270000,-219264	49474
270000,-221264	51233
270000,-223264	53008
270000,-225264	54799
270000,-227264	56603
270000,-229264	58421
270000,-231264	60250
270000,-233264	62089
270000,-235264	63939
270000,-237264	65797
270000,-239264	67663
270000,-241264	69536
272000,-127264	53471
272000,-129264	51655
272000,-131264	49852
272000,-133264	48066
272000,-135264	46297
272000,-137264	44547
272000,-139264	42819
272000,-141264	41116
272000,-143264	39441
272000,-145264	37798
272000,-147264	36190
272000,-149264	34623
272000,-151264	33103
272000,-153264	31637
272000,-155264	30232
272000,-157264	28897
272000,-159264	27642
272000,-161264	26479
272000,-163264	25420
272000,-165264	24479
272000,-167264	23671
272000,-169264	23008
272000,-171264	22503
272000,-173264	22169
272000,-175264	22012
272000,-177264	22036
272000,-179264	22240
272000,-181264	22621
272000,-183264	23168
272000,-185264	23870
272000,-187264	24715
272000,-189264	25689
272000,-191264	26776
272000,-193264	27965
272000,-195264	29242
272000,-197264	30596
272000,-199264	32018
272000,-201264	33500
272000,-203264	35033
272000,-205264	36611
272000,-207264	38228
272000,-209264	39880
272000,-211264	41563
272000,-213264	43273
272000,-215264	45007
272000,-217264	46762
272000,-219264	48536
272000,-221264	50327
272000,-223264	52133
272000,-225264	53953
272000,-227264	55785
272000,-229264	57628
272000,-231264	59482
272000,-233264	61344
272000,-235264	63215
272000,-237264	65094
272000,-239264	66980
272000,-241264	68592
274000,-127264	52680
274000,-129264	50835
274000,-131264	49003
274000,-133264	47184
274000,-135264	45380
274000,-137264	43594
274000,-139264	41827
274000,-141264	40082
274000,-143264	38362
274000,-145264	36670
274000,-147264	35010
274000,-149264	33388
274000,-151264	31809
274000,-153264	30280
274000,-155264	28809
274000,-157264	27405
274000,-159264	26078
274000,-161264	24842
274000,-163264	23710
274000,-165264	22699
274000,-167264	21824
274000,-169264	21103
274000,-171264	20553
274000,-173264	20186
274000,-175264	20013
274000,-177264	20039
274000,-179264	20264
274000,-181264	20681
274000,-183264	21278
274000,-185264	22041
274000,-187264	22953
274000,-189264	23998
274000,-191264	25159
274000,-193264	26420
274000,-195264	27768
274000,-197264	29191
274000,-199264	30679
274000,-201264	32222
274000,-203264	33813
274000,-205264	35445
274000,-207264	37113
274000,-209264	38813
274000,-211264	40540
274000,-213264	42291
274000,-215264	44064
274000,-217264	45855
274000,-219264	47663
274000,-221264	49485
274000,-223264	51321
274000,-225264	53168
274000,-227264	55027
274000,-229264	56895
274000,-231264	58771
274000,-233264	60656
274000,-235264	62547
274000,-237264	64319
274000,-239264	65765
274000,-241264	67238
276000,-127264	51953
276000,-129264	50082
276000,-131264	48221
276000,-133264	46372
276000,-135264	44535
276000,-137264	42713
276000,-139264	40908
276000,-141264	39122
276000,-143264	37358
276000,-145264	35618
276000,-147264	33908
276000,-149264	32230
276000,-151264	30591
276000,-153264	28998
276000,-155264	27458
276000,-157264	25981
276000,-159264	24578
276000,-161264	23262
276000,-163264	22050
276000,-165264	20958
276000,-167264	20007
276000,-169264	19219
276000,-171264	18612
276000,-173264	18206
276000,-175264	18015
276000,-177264	18044
276000,-179264	18293
276000,-181264	18753
276000,-183264	19410
276000,-185264	20244
276000,-187264	21233
276000,-189264	22359
276000,-191264	23600
276000,-193264	24940
276000,-195264	26364
276000,-197264	27859
276000,-199264	29414
276000,-201264	31020
276000,-203264	32669
276000,-205264	34356
276000,-207264	36075
276000,-209264	37821
276000,-211264	39592
276000,-213264	41383
276000,-215264	43193
276000,-217264	45019
276000,-219264	46859
276000,-221264	48711
276000,-223264	50575
276000,-225264	52449
276000,-227264	54332
276000,-229264	56223
276000,-231264	58121
276000,-233264	60026
276000,-235264	61491
276000,-237264	62938
276000,-239264	64414
276000,-241264	65918
278000,-127264	51295
278000,-129264	49398
278000,-131264	47511
278000,-133264	45632
278000,-135264	43765
278000,-137264	41910
278000,-139264	40069
278000,-141264	38243
278000,-143264	36436
278000,-145264	34651
278000,-147264	32890
278000,-149264	31157
278000,-151264	29459
278000,-153264	27801
278000,-155264	26191
278000,-157264	24638
278000,-159264	23153
278000,-161264	21752
278000,-163264	20450
278000,-165264	19268
278000,-167264	18229
278000,-169264	17360
278000,-171264	16686
278000,-173264	16232
278000,-175264	16016
278000,-177264	16049
278000,-179264	16329
278000,-181264	16843
278000,-183264	17571
278000,-185264	18488
278000,-187264	19567
278000,-189264	20783
278000,-191264	22113
278000,-193264	23538
278000,-195264	25041
278000,-197264	26611
278000,-199264	28234
278000,-201264	29904
278000,-203264	31612
278000,-205264	33352
278000,-207264	35120
278000,-209264	36911
278000,-211264	38724
278000,-213264	40553
278000,-215264	42398
278000,-217264	44257
278000,-219264	46127
278000,-221264	48008
278000,-223264	49898
278000,-225264	51797
278000,-227264	53702
278000,-229264	55615
278000,-231264	57248
278000,-233264	58663
278000,-235264	60111
278000,-237264	61590
278000,-239264	63098
278000,-241264	64632
280000,-127264	50706
280000,-129264	48787
280000,-131264	46875
280000,-133264	44970
280000,-135264	43074
280000,-137264	41188
280000,-139264	39313
280000,-141264	37451
280000,-143264	35604
280000,-145264	33774
280000,-147264	31964
280000,-149264	30179
280000,-151264	28423
280000,-153264	26700
280000,-155264	25019
280000,-157264	23388
280000,-159264	21819
280000,-161264	20326
280000,-163264	18926
280000,-165264	17642
280000,-167264	16502
280000,-169264	15536
280000,-171264	14779
280000,-173264	14264
280000,-175264	14019
280000,-177264	14056
280000,-179264	14375
280000,-181264	14956
280000,-183264	15772
280000,-185264	16787
280000,-187264	17968
280000,-189264	19285
280000,-191264	20712
280000,-193264	22227
280000,-195264	23813
280000,-197264	25458
280000,-199264	27151
280000,-201264	28883
280000,-203264	30648
280000,-205264	32440
280000,-207264	34255
280000,-209264	36090
280000,-211264	37941
280000,-213264	39807
280000,-215264	41685
280000,-217264	43574
280000,-219264	45472
280000,-221264	47379
280000,-223264	49293
280000,-225264	51214
280000,-227264	53043
280000,-229264	54420
280000,-231264	55835
280000,-233264	57284
280000,-235264	58767
280000,-237264	60279
280000,-239264	61818
280000,-241264	63384
282000,-127264	50191
282000,-129264	48251
282000,-131264	46317
282000,-133264	44388
282000,-135264	42466
282000,-137264	40552
282000,-139264	38646
282000,-141264	36750
282000,-143264	34866
282000,-145264	32995
282000,-147264	31140
282000,-149264	29305
282000,-151264	27493
282000,-153264	25708
282000,-155264	23957
282000,-157264	22249
282000,-159264	20593
282000,-161264	19003
282000,-163264	17498
282000,-165264	16101
282000,-167264	14843
282000,-169264	13761
282000,-171264	12900
282000,-173264	12307
282000,-175264	12022
282000,-177264	12066
282000,-179264	12435
282000,-181264	13103
282000,-183264	14027
282000,-185264	15159
282000,-187264	16458
282000,-189264	17886
282000,-191264	19416
282000,-193264	21024
282000,-195264	22695
282000,-197264	24416
282000,-199264	26176
282000,-201264	27969
282000,-203264	29788
282000,-205264	31628
282000,-207264	33487
282000,-209264	35362
282000,-211264	37249
282000,-213264	39148
282000,-215264	41056
282000,-217264	42973
282000,-219264	44897
282000,-221264	46827
282000,-223264	48763
282000,-225264	50216
282000,-227264	51592
282000,-229264	53007
282000,-231264	54458
282000,-233264	55944
282000,-235264	57460
282000,-237264	59006
282000,-239264	60578
282000,-241264	62175
284000,-127264	49751
284000,-129264	47793
284000,-131264	45840
284000,-133264	43890
284000,-135264	41945
284000,-137264	40005
284000,-139264	38072
284000,-141264	36146
284000,-143264	34229
284000,-145264	32321
284000,-147264	30426
284000,-149264	28544
284000,-151264	26680
284000,-153264	24837
284000,-155264	23021
284000,-157264	21237
284000,-159264	19495
284000,-161264	17808
284000,-163264	16192
284000,-165264	14671
284000,-167264	13278
284000,-169264	12057
284000,-171264	11064
284000,-173264	10367
284000,-175264	10027
284000,-177264	10079
284000,-179264	10519
284000,-181264	11300
284000,-183264	12359
284000,-185264	13631
284000,-187264	15062
284000,-189264	16611
284000,-191264	18248
284000,-193264	19951
284000,-195264	21704
284000,-197264	23498
284000,-199264	25322
284000,-201264	27171
284000,-203264	29040
284000,-205264	30925
284000,-207264	32824
284000,-209264	34734
284000,-211264	36654
284000,-213264	38582
284000,-215264	40517
284000,-217264	42458
284000,-219264	44404
284000,-221264	46064
284000,-223264	47391
284000,-225264	48763
284000,-227264	50178
284000,-229264	51632
284000,-231264	53121
284000,-233264	54643
284000,-235264	56195
284000,-237264	57774
284000,-239264	59379
284000,-241264	61007
286000,-127264	49388
286000,-129264	47415
286000,-131264	45445
286000,-133264	43478
286000,-135264	41514
286000,-137264	39553
286000,-139264	37596
286000,-141264	35645
286000,-143264	33699
286000,-145264	31760
286000,-147264	29828
286000,-149264	27907
286000,-151264	25997
286000,-153264	24102
286000,-155264	22225
286000,-157264	20372
286000,-159264	18549
286000,-161264	16767
286000,-163264	15040
286000,-165264	13388
286000,-167264	11845
286000,-169264	10458
286000,-171264	9296
286000,-173264	8454
286000,-175264	8033
286000,-177264	8099
286000,-179264	8640
286000,-181264	9576
286000,-183264	10805
286000,-185264	12240
286000,-187264	13815
286000,-189264	15489
286000,-191264	17233
286000,-193264	19027
286000,-195264	20859
286000,-197264	22719
286000,-199264	24601
286000,-201264	26500
286000,-203264	28413
286000,-205264	30337
286000,-207264	32271
286000,-209264	34212
286000,-211264	36160
286000,-213264	38113
286000,-215264	40070
286000,-217264	41977
286000,-219264	43244
286000,-221264	44565
286000,-223264	45935
286000,-225264	47350
286000,-227264	48806
286000,-229264	50300
286000,-231264	51827
286000,-233264	53386
286000,-235264	54973
286000,-237264	56587
286000,-239264	58224
286000,-241264	59884
288000,-127264	49103
288000,-129264	47119
288000,-131264	45136
288000,-133264	43155
288000,-135264	41175
288000,-137264	39197
288000,-139264	37222
288000,-141264	35250
288000,-143264	33281
288000,-145264	31316
288000,-147264	29355
288000,-149264	27400
288000,-151264	25453
288000,-153264	23514
288000,-155264	21586
288000,-157264	19673
288000,-159264	17779
288000,-161264	15910
288000,-163264	14078
288000,-165264	12298
288000,-167264	10598
288000,-169264	9020
288000,-171264	7643
288000,-173264	6594
288000,-175264	6044
288000,-177264	6131
288000,-179264	6830
288000,-181264	7981
288000,-183264	9421
288000,-185264	11037
288000,-187264	12762
288000,-189264	14557
288000,-191264	16400
288000,-193264	18276
288000,-195264	20176
288000,-197264	22094
288000,-199264	24025
288000,-201264	25966
288000,-203264	27916
288000,-205264	29872
288000,-207264	31834
288000,-209264	33800
288000,-211264	35770
288000,-213264	37743
288000,-215264	39169
288000,-217264	40426
288000,-219264	41740
288000,-221264	43107
288000,-223264	44522
288000,-225264	45981
288000,-227264	47479
288000,-229264	49012
288000,-231264	50579
288000,-233264	52175
288000,-235264	53798
288000,-237264	55446
288000,-239264	57116
288000,-241264	58807
290000,-127264	48899
290000,-129264	46906
290000,-131264	44914
290000,-133264	42922
290000,-135264	40931
290000,-137264	38941
290000,-139264	36953
290000,-141264	34965
290000,-143264	32979
290000,-145264	30995
290000,-147264	29013
290000,-149264	27033
290000,-151264	25057
290000,-153264	23085
290000,-155264	21118
290000,-157264	19158
290000,-159264	17207
290000,-161264	15269
290000,-163264	13349
290000,-165264	11456
290000,-167264	9608
290000,-169264	7834
290000,-171264	6199
290000,-173264	4846
290000,-175264	4067
290000,-177264	4194
290000,-179264	5162
290000,-181264	6611
290000,-183264	8292
290000,-185264	10090
290000,-187264	11953
290000,-189264	13854
290000,-191264	15779
290000,-193264	17721
290000,-195264	19674
290000,-197264	21636
290000,-199264	23605
290000,-201264	25578
290000,-203264	27555
290000,-205264	29536
290000,-207264	31518
290000,-209264	33503
290000,-211264	35191
290000,-213264	36365
290000,-215264	37609
290000,-217264	38915
290000,-219264	40279
290000,-221264	41694
290000,-223264	43156
290000,-225264	44659
290000,-227264	46200
290000,-229264	47774
290000,-231264	49380
290000,-233264	51014
290000,-235264	52673
290000,-237264	54354
290000,-239264	56057
290000,-241264	57779
292000,-127264	48777
292000,-129264	46778
292000,-131264	44780
292000,-133264	42782
292000,-135264	40785
292000,-137264	38787
292000,-139264	36790
