Re(L)	Im(L)	K_k	q	nonce_seed
NaN	NaN	NaN	NaN	
2.998934166301154	-0.07538411016726786	1.571354379638247	8.880898149045126e-05	
0.9999651631975057	0.00834699894487073	1.636639742148196	0.01037172062294768	
0.9999999592719875	0.000285405016470121	1.577647492728916	0.001089210543323769	
0.9999092239626318	0.0134738203360226	1.66728132956883	0.01512717961449483	
0.9116382820520071	0.4109934825484038	3.134610893970358	0.204568707807941	
0.9116382820520071	0.4109934825484038	3.134610893970358	0.204568707807941	
0.9994043490387216	0.03451010174556352	1.74640876689104	0.02720869683799652	
0.9325359847770529	0.3610770514667088	2.874013176087265	0.1753772841117962	
0.9966242897551673	0.08209765569130779	1.901474797516743	0.05011105738889833	
0.9995834432586079	0.02886069928579801	1.725604948147451	0.0240593536308903	
0.9979307740636821	0.06429751298969721	1.846110114958013	0.04204627295096031	
0.9992682671884493	0.03824827042094823	1.759718057669738	0.02921362077865109	
0.9485181937675949	0.3167226485300021	2.678085230090095	0.1523248931779122	
0.9999744625187602	0.007146629297546418	1.632253464438722	0.009687353449949825	
0.9988224864756938	0.04851433304202402	1.824500317793151	0.03886527560384338	
0.7999374531667929	0.6000833867230662	5.456227074983721	0.4047438397377811	
0.9999993773199242	0.001115956882626757	1.587773770696463	0.002694782213801102	
0.9999993773199242	0.001115956882626757	1.587773770696463	0.002694782213801102	
0.9999970107961557	0.002445076430967116	1.599529342689387	0.004552277842627309	
0.8174334251155505	0.5760230859122399	4.656087043368166	0.3463710739067909	
0.9999944982561899	0.003317145964683983	1.606859416052492	0.005707047454919019	
0.9989377728582666	0.04607956116290923	1.814306050956905	0.03735805845813701	
0.9999999849314412	0.0001736004533438075	1.575690961769713	0.0007783994448091102	
0.9821667683764077	0.1880118057384801	2.408118552502471	0.118883415875001	
0.9770593246513635	0.2129673123083013	2.301799014082306	0.1051402945457283	
0.8987469750960095	0.4384676439097562	3.763770995402559	0.2687422206924406	
0.9838100110161961	0.1792145703460297	2.194825500548918	0.09096227150828648	
0.992027693294673	0.1260200608492562	2.033628714170186	0.06889052970156294	
0.9998496391768728	0.01734067581951154	1.686696452327585	0.01811771464605355	
0.9999435022933808	0.01062977992469948	1.648427472730055	0.01220636258437862	
0.9383182064706557	0.3457729651168407	2.803206936681844	0.1671594245604003	
0.9999873160298423	0.005036643667393758	1.6175519054875	0.007386813432043371	
0.9999576748955202	0.009200457463898035	1.64114887425887	0.01107430018958098	
0.9995347750453708	0.03049972909715755	1.747451013980456	0.02736597837082335	
0.9999999995491436	3.002853305379017e-05	1.57231595440199	0.0002417977791584431	
0.9999999779823892	0.0002098457082062852	1.576351487901861	0.0008833510401750936	
0.9999999992607669	3.845082815859643e-05	1.572586645209183	0.000284856881892345	
0.9999726776543778	0.007392154268806413	1.633729861527456	0.009917810310392128	
0.999907040860184	0.01363486847132069	1.662846027642456	0.01444156144985595	
0.9998164501806002	0.0191589652190164	1.687152138455558	0.01818769686221768	
0.9999917470031745	0.00406274852027598	1.611238485405667	0.006395663249232006	
0.9168986316201201	0.3991201565107322	3.500787707005544	0.2429497945118848	
0.8621687870626014	0.5066211430793258	4.310764472406947	0.3180352490467979	
0.9969717081474588	0.0777651152737399	1.944776712538508	0.05633588724048516	
0.9986346126053776	0.05223897497565909	1.807208057519254	0.03630609908016028	
0.8266202868218976	0.5627600744673379	4.464942309699319	0.3309389983832928	
0.9999999995713107	2.92810294021791e-05	1.572289177335331	0.0002375381184466859	
0.9762856832291583	0.2164861767452498	2.313265572666989	0.1066388809067863	
0.9999997471783013	0.0007110860239436361	1.583352728821138	0.001994435660436018	
0.9996472717792686	0.02655808773735621	1.729850652279476	0.02470362233552887	
0.9967035122215977	0.08113019613640468	1.958506237757248	0.05829477335001772	
0.9977479387393536	0.06707496359574955	1.85488358252549	0.04333236578968079	
0.9999999999251074	1.223868151629543e-05	1.571631166492176	0.0001328512150657573	
0.9533858542785983	0.3017538945257662	2.617729290963505	0.1450222545753623	
0.9996217938251861	0.02750035108352446	1.734093988629959	0.02534673921248307	
0.9973501485165779	0.07275081617384148	1.872641305382102	0.04592606001696081	
0.9999809083162191	0.006179239683761212	1.624487197203908	0.008473364279981193	
0.9776357842688328	0.2103051908942434	2.507700830987893	0.1314552674023086	
0.9999862048254274	0.005252633514569842	1.618897871992683	0.007597867711706877	
0.8847902149259611	0.4659895659467834	3.493970031298776	0.2422619698904596	
0.994555212594834	0.1042109835883171	2.052875959487637	0.07157270564367736	
0.9037076627410439	0.4281500441470486	3.237098134407377	0.2156122546280067	
0.9963697155643483	0.08513160345147751	1.974832244183372	0.06061499900114134	
0.9999819324515773	0.00601122037602313	1.625240056772576	0.008591174918560037	
0.9956718222459475	0.09293880989895553	1.934449856550299	0.05485782570504147	
0.9999995510121581	0.0009476156827568589	1.58601300402684	0.002415972441823736	
0.9972399490916981	0.07424610384112655	1.93041386608539	0.05427906907815729	
0.9999999169840772	0.0004074700464502785	1.57949735018271	0.001382898470282215	
0.9916764429022004	0.1287549323048984	2.041805688615739	0.07003161767087726	
0.999888673888265	0.01492112026514436	1.668724648693794	0.01535009389261415	
0.8130516015330894	0.5821916293150207	4.752363016141425	0.353914652256403	
0.9999999999965948	2.609656793706928e-06	1.571094150160415	4.739781423777878e-05	
0.9999911353890271	0.004210598931813193	1.613307626327381	0.006720713401658235	
0.9998044604902574	0.01977475116873506	1.698443834824862	0.0199188092264866	
0.9999996987463465	0.0007762133832149717	1.584110903386394	0.002114609088037747	
0.9987760333038882	0.04946145264496688	1.828453310271071	0.03944857932908192	
0.9646723972509776	0.2634523979432565	2.756541256955604	0.1616739849179746	
0.9611061840252528	0.2761791140336589	2.520084563267881	0.1329989586138112	
0.8350743736456997	0.5501370651758	4.758994321150989	0.354428712590185	
0.8950400923848706	0.4459856870166152	3.352366009418991	0.2277499241343239	
0.9999971789244275	0.002375319596711798	1.598975861696852	0.004464975863224032	
0.9964673374738577	0.08398122020881149	1.970138181135681	0.05994889537680075	
0.9958292499502571	0.09123653294326951	1.999756508602744	0.06413831593489937	
0.9894470262058727	0.1448950735268634	2.090198599187512	0.076736890672558	
0.9999506142398127	0.009938263501302228	1.648381252479818	0.01219918171001517	
0.9999998873746891	0.0004746057406375428	1.580378320552646	0.001522703041277249	
0.9148699138441516	0.4037487346640168	3.093538077918296	0.2000749863445091	
0.9999999999999999	1.58842204199118e-08	1.57080625258203	1.57973559077056e-06	
0.9999998796857515	0.000490538971391972	1.580592158767729	0.001556631971190517	
0.9995337480270201	0.0305333678957559	1.731862128407053	0.02500857875204704	
0.9995939655192162	0.0284939308900685	1.724220793083815	0.02384914169783481	
0.9999996695492973	0.0008129583607325002	1.584529416700751	0.002180932652484814	
0.9994751672426003	0.03239429062930736	1.738723719707109	0.02604751720333011	
0.9705896446741011	0.2407399876451814	2.394273521231659	0.1171128357606461	
0.9868482714219836	0.1616492783511356	2.293444855188562	0.1040459340464745	
0.9921033609954292	0.1254229687958834	2.140490464861146	0.08362022394195952	
0.9622649009917602	0.27211442504821	2.798852745551781	0.1666499487281919	
0.7671605757713195	0.641455104416683	6.352426360053021	0.4598537344324226	
0.9410254498903121	0.3383357838874507	3.142812529589651	0.2054613470268857	
0.999999999999998	6.290629764559996e-08	1.570821172940482	3.954371249596838e-06	
0.8922437081852053	0.451554166411865	3.390388304779234	0.2316892478518918	
0.9999300172308062	0.01183049621949839	1.654317066587723	0.01312055910453755	
0.9763057927059813	0.2163954692888587	2.535360878635081	0.1348973196719539	
0.9713367523905946	0.2377076217862878	2.633821746365443	0.1469788455191499	
0.9997778100543726	0.02107914900755692	1.704620136027898	0.02086324824531312	
0.9999985831533901	0.001683357125656233	1.593476375790566	0.003596705448591813	
0.9999987810139107	0.001561400234649429	1.592345984211115	0.003418051287695426	
0.9502722656481013	0.3114203287199221	2.65641136275383	0.1497136837827371	
0.9996959596045337	0.0246574197833114	1.721213067056472	0.02339206558076961	
0.9999138479283032	0.01312618456422468	1.660477058464678	0.01407498615950271	
0.9999539100675298	0.009600923948173391	1.646499967219959	0.01190681574451271	
0.9389709109156382	0.3439965529685676	2.795221219298545	0.1662246622933355	
0.9999999999998754	4.992063033081071e-07	1.570895178608018	1.573250718002467e-05	
0.9999180455285651	0.01280243048543699	1.663791758743497	0.01458783125181465	
0.9984502031623063	0.05565241958036921	1.85414841059792	0.04322471607108229	
0.999635471457038	0.02699859634990913	1.718529418954233	0.02298390031563191	
0.9990384331411024	0.04384300522285137	1.779094529537869	0.03211893030199208	
0.8652347730230604	0.5013669190839511	3.783999212460699	0.2706676700112078	
0.9957907678054171	0.09165558768290044	1.930567050647986	0.05430104683455325	
0.9771110449414119	0.2127298894220138	2.518688650780491	0.1328251662593617	
0.9881445501997888	0.1535263752925118	2.116236919767494	0.08031136564883751	
0.9283787793155324	0.3716353617682286	2.92510722546987	0.1812298263572768	
0.9987071305691598	0.05083372256991567	1.834169381641785	0.04029091784041477	
0.9999981042588502	0.001947171976421799	1.595839568349466	0.003969994577134665	
0.9999998941814353	0.0004600403441983503	1.580180758973093	0.001491354625689541	
0.9966665412389357	0.08158312064892358	1.899898662125336	0.0498831275031335	
0.9999963753622788	0.00269244541344897	1.601452500323951	0.004855505062794932	
0.8697152322865177	0.4935538620341336	3.7149326444824	0.2640595934047037	
0.9930137985880667	0.1179982873337514	2.00965529716889	0.06553135684751252	
0.9941115195385987	0.1083618323980287	2.069933744182333	0.07393891563194031	
0.981282755210134	0.1925724651325009	2.428285692806188	0.1214524772075833	
0.9960327801538651	0.08898708253989633	1.922476831958706	0.05313910515150593	
0.9977919029345681	0.06641775694957977	1.898411084493708	0.04966791606843493	
0.9999999775043953	0.0002121113125010138	1.576411366303303	0.0008928640865055541	
0.9998246966585839	0.01872367355971401	1.685316685787382	0.01790575855296805	
0.9999998146023037	0.0006089296824625763	1.582196902387358	0.001811177584590393	
0.9995849334272556	0.02880904137990349	1.725410267386539	0.02402979253583119	
0.9999440137262566	0.01058156004678946	1.648186922863742	0.01216898915350086	
0.9999665863461543	0.00817472881624225	1.638353228920238	0.01063881739437424	
0.9998432412644767	0.01770573064703855	1.680977058886082	0.01723854921360491	
0.9899162518436424	0.1416538539392217	2.080454559347322	0.07539329546577732	
0.999981477444379	0.006086441337669867	1.62571507914847	0.008665494376373753	
0.9455213736633565	0.325560028175695	3.07327994853997	0.1978440656176088	
0.9972714527139042	0.07382174206762604	1.875968743064597	0.04641067739574179	
0.9281972189008973	0.3720885953971709	3.335461734376067	0.2259883634774404	
0.9999274455792737	0.01204589462466537	1.655354402811837	0.01328140803504921	
0.9999199407256379	0.01265354255679936	1.658251717069795	0.0137303973341096	
0.9978951556967625	0.06484796247326757	1.847853668017926	0.04230210422768534	
1	7.362858107628941e-09	1.570802271812701	9.461780751743807e-07	
0.9996383796082238	0.02689070497857509	1.731351329328244	0.02493115423594491	
0.9967791332238164	0.08019575780287488	1.895642980666949	0.04926721963355857	
0.9873622592318752	0.158479554026781	2.131249740487417	0.08236185782449425	
0.9999999999901298	4.443014948526805e-06	1.571220901377385	6.756857800141754e-05	
0.8494462493640751	0.5276751552245998	4.514627681662389	0.3350096457052396	
0.9999890618974181	0.004677187779169476	1.616516994629041	0.007224474492106404	
0.8760269354144533	0.4822621781027009	3.620389033851819	0.2548569339832332	
0.9990985436146098	0.0424511501277124	1.799015355330415	0.03508930479542016	
0.9999466287063319	0.01033149257567173	1.650554532522643	0.01253671807213277	
0.9999999999999644	2.670335377264777e-07	1.570861465320038	1.036701078709174e-05	
0.9909832762054652	0.1339856196801832	2.057458264129364	0.07220934800229954	
0.999392526396238	0.03485079889105511	1.747635445212024	0.02739380527660813	
0.9998706680168047	0.01608251347360943	1.673907902307424	0.01614982971042355	
0.9986336416760049	0.05225753259503053	1.807269127266785	0.03631515881090631	
0.9892813742391717	0.1460217880436195	2.226868669155636	0.09524714972741306	
0.9996310500910447	0.02716180579186901	1.71915448178521	0.02307899681967179	
0.9999966946859059	0.002571112067387173	1.600516648155188	0.00470797057195109	
0.9240279827553708	0.3823248449748462	2.978878612235715	0.1873200557191242	
0.9950565810563625	0.09930961935493836	2.032777690939489	0.0687716343256142	
0.9999999999999978	6.615999450246129e-08	1.570822022062452	4.089512121362731e-06	
0.9997475876876455	0.02246688480260555	1.711111982492212	0.02185409083804201	
0.9997863418608887	0.02067052559618107	1.693438364840692	0.01915214233072341	
0.9973027887591012	0.07339719022768967	1.926947556675046	0.05378151149643465	
0.9990127260550757	0.04442491620708043	1.807348932233892	0.03632699768914916	
0.9991086259079179	0.04221319268181567	1.773510134970247	0.03128324549310117	
0.9981806968202903	0.06029342000052487	1.833350222060887	0.04017028535800191	
0.9999999860920524	0.0001667809787160663	1.575576202544377	0.0007601630047667139	
0.9999999913942584	0.0001311925421565992	1.574866838021449	0.0006474228261251575	
0.7510833030071006	0.6602074461439706	6.748634496309942	0.481314799482591	
0.9974743253917996	0.07102795354066127	1.867273566089195	0.0451433664869562	
0.9999999996973269	2.460378327408321e-05	1.572125580256116	0.0002115125214263833	
0.9882681875863016	0.1527284826248412	2.11382370109649	0.07998105311364186	
0.9997959914325451	0.0201984037838195	1.700458208410823	0.02022702277832827	
0.9966604612509624	0.08165736328720613	1.960656957751633	0.05860099476663028	
0.9999999136503983	0.0004155709275824308	1.579564354526583	0.001393533016614663	
0.7980711022975712	0.6025632876947778	5.111005498452615	0.3807297877943267	
0.9174002937996398	0.3979657032161623	3.493497076770319	0.2422142175888874	
0.9999717559808375	0.007515799398614528	1.632110653877024	0.009665056034600293	
0.9998975859651302	0.01431144930134454	1.665957378580753	0.01492261623780733	
0.9999761381262746	0.006908196440589213	1.630806884646203	0.009461449723567529	
0.9358046189383781	0.3525190990196093	3.222091565686826	0.2140101761815992	
0.9964672227361848	0.08398258160139238	1.970143735924601	0.05994968410044731	
0.764271652722057	0.6448944416301753	6.451992482503607	0.4654004996759137	
0.9997307965637663	0.02320203443617126	1.703692671358381	0.02072153608845502	
0.9997428382284368	0.02267724434206564	1.701592877522785	0.02040055468131677	
0.999496137808251	0.0317406758968638	1.752917516237654	0.02819013661126973	
0.9999931782593163	0.003693702049598884	1.609631377847066	0.006143051813017356	
0.9997950069580837	0.02024707538597626	1.700689102563826	0.02026233953952106	
0.944779754961498	0.3277059880668824	3.084841350114791	0.1991184405773082	
0.9845496068720396	0.1751058868459659	2.351586986006748	0.1116181801335325	
0.9999888503714407	0.004722195760917551	1.615559416151555	0.007074219813314428	
0.902186042548878	0.4313471277637004	3.713905053933723	0.2639605505151094	
0.9988944642845631	0.04700903340482303	1.8182034478663	0.03793479000239389	
0.9994882415265839	0.03198835804003109	1.754004779269962	0.0283539039788853	
0.9998075630815769	0.01961725783279882	1.689072094158143	0.01848245102328516	
0.9999799372852499	0.006334431859897499	1.62539689259173	0.008615713812561461	
