S_micro\tT_micro\tdiff\tbasin
S_micro	T_micro	diff	0
276000	-178000	18110	0
276000	-177000	18027	0
276000	-176000	18000	0
276000	-175000	18027	0
276000	-174000	18110	0
276000	-173000	18248	0
276000	-172000	18439	0
276000	-171000	18681	0
276000	-170000	18973	0
276000	-169000	19313	0
276000	-168000	19697	0
276000	-167000	20124	0
276000	-166000	20591	0
276000	-165000	21095	0
276000	-164000	21633	0
276000	-163000	22203	0
276000	-162000	22803	0
276000	-161000	23430	0
276000	-160000	24083	0
276000	-159000	24758	0
276000	-158000	25455	0
276000	-157000	26172	0
276000	-156000	26907	0
276000	-155000	27658	0
276000	-154000	28425	0
276000	-153000	29206	0
276000	-152000	30000	0
276000	-151000	30805	0
276000	-150000	31622	0
276000	-149000	32449	0
276000	-148000	33286	0
276000	-147000	34132	0
276000	-146000	34985	0
277000	-218000	45310	0
277000	-217000	44384	0
277000	-216000	43462	0
277000	-215000	42544	0
277000	-214000	41629	0
277000	-213000	40718	0
277000	-212000	39812	0
277000	-211000	38910	0
277000	-210000	38013	0
277000	-209000	37121	0
277000	-208000	36235	0
277000	-207000	35355	0
277000	-206000	34481	0
277000	-205000	33615	0
277000	-204000	32756	0
277000	-203000	31906	0
277000	-202000	31064	0
277000	-201000	30232	0
277000	-200000	29410	0
277000	-199000	28600	0
277000	-198000	27802	0
277000	-197000	27018	0
277000	-196000	26248	0
277000	-195000	25495	0
277000	-194000	24758	0
277000	-193000	24041	0
277000	-192000	23345	0
277000	-191000	22671	0
277000	-190000	22022	0
277000	-189000	21400	0
277000	-188000	20808	0
277000	-187000	20248	0
277000	-186000	19723	0
277000	-185000	19235	0
277000	-184000	18788	0
277000	-183000	18384	0
277000	-182000	18027	0
277000	-181000	17720	0
277000	-180000	17464	0
277000	-179000	17262	0
277000	-178000	17117	0
277000	-177000	17029	0
277000	-176000	17000	0
277000	-175000	17029	0
277000	-174000	17117	0
277000	-173000	17262	0
277000	-172000	17464	0
277000	-171000	17720	0
277000	-170000	18027	0
277000	-169000	18384	0
277000	-168000	18788	0
277000	-167000	19235	0
277000	-166000	19723	0
277000	-165000	20248	0
277000	-164000	20808	0
277000	-163000	21400	0
277000	-162000	22022	0
277000	-161000	22671	0
277000	-160000	23345	0
277000	-159000	24041	0
277000	-158000	24758	0
277000	-157000	25495	0
277000	-156000	26248	0
277000	-155000	27018	0
277000	-154000	27802	0
277000	-153000	28600	0
277000	-152000	29410	0
277000	-151000	30232	0
277000	-150000	31064	0
277000	-149000	31906	0
277000	-148000	32756	0
277000	-147000	33615	0
277000	-146000	34481	0
278000	-218000	44944	0
278000	-217000	44011	0
278000	-216000	43081	0
278000	-215000	42154	0
278000	-214000	41231	0
278000	-213000	40311	0
278000	-212000	39395	0
278000	-211000	38483	0
278000	-210000	37576	0
278000	-209000	36674	0
278000	-208000	35777	0
278000	-207000	34885	0
278000	-206000	34000	0
278000	-205000	33120	0
278000	-204000	32249	0
278000	-203000	31384	0
278000	-202000	30528	0
278000	-201000	29681	0
278000	-200000	28844	0
278000	-199000	28017	0
278000	-198000	27202	0
278000	-197000	26400	0
278000	-196000	25612	0
278000	-195000	24839	0
278000	-194000	24083	0
278000	-193000	23345	0
278000	-192000	22627	0
278000	-191000	21931	0
278000	-190000	21260	0
278000	-189000	20615	0
278000	-188000	20000	0
278000	-187000	19416	0
278000	-186000	18867	0
278000	-185000	18357	0
278000	-184000	17888	0
278000	-183000	17464	0
278000	-182000	17088	0
278000	-181000	16763	0
278000	-180000	16492	0
278000	-179000	16278	0
278000	-178000	16124	0
278000	-177000	16031	0
278000	-176000	16000	0
278000	-175000	16031	0
278000	-174000	16124	0
278000	-173000	16278	0
278000	-172000	16492	0
278000	-171000	16763	0
278000	-170000	17088	0
278000	-169000	17464	0
278000	-168000	17888	0
278000	-167000	18357	0
278000	-166000	18867	0
278000	-165000	19416	0
278000	-164000	20000	0
278000	-163000	20615	0
278000	-162000	21260	0
278000	-161000	21931	0
278000	-160000	22627	0
278000	-159000	23345	0
278000	-158000	24083	0
278000	-157000	24839	0
278000	-156000	25612	0
278000	-155000	26400	0
278000	-154000	27202	0
278000	-153000	28017	0
278000	-152000	28844	0
278000	-151000	29681	0
278000	-150000	30528	0
278000	-149000	31384	0
278000	-148000	32249	0
278000	-147000	33120	0
278000	-146000	34000	0
279000	-218000	44598	0
279000	-217000	43657	0
279000	-216000	42720	0
279000	-215000	41785	0
279000	-214000	40853	0
279000	-213000	39924	0
279000	-212000	39000	0
279000	-211000	38078	0
279000	-210000	37161	0
279000	-209000	36249	0
279000	-208000	35341	0
279000	-207000	34438	0
279000	-206000	33541	0
279000	-205000	32649	0
279000	-204000	31764	0
279000	-203000	30886	0
279000	-202000	30016	0
279000	-201000	29154	0
279000	-200000	28301	0
279000	-199000	27459	0
279000	-198000	26627	0
279000	-197000	25806	0
279000	-196000	25000	0
279000	-195000	24207	0
279000	-194000	23430	0
279000	-193000	22671	0
279000	-192000	21931	0
279000	-191000	21213	0
279000	-190000	20518	0
279000	-189000	19849	0
279000	-188000	19209	0
279000	-187000	18601	0
279000	-186000	18027	0
279000	-185000	17492	0
279000	-184000	17000	0
279000	-183000	16552	0
279000	-182000	16155	0
279000	-181000	15811	0
279000	-180000	15524	0
279000	-179000	15297	0
279000	-178000	15132	0
279000	-177000	15033	0
279000	-176000	15000	0
279000	-175000	15033	0
279000	-174000	15132	0
279000	-173000	15297	0
279000	-172000	15524	0
279000	-171000	15811	0
279000	-170000	16155	0
279000	-169000	16552	0
279000	-168000	17000	0
279000	-167000	17492	0
279000	-166000	18027	0
279000	-165000	18601	0
279000	-164000	19209	0
279000	-163000	19849	0
279000	-162000	20518	0
279000	-161000	21213	0
279000	-160000	21931	0
