u	a	a1	a2	p2	p1	p0	seed
1.000906415228719	0	-0.459715	-2.84217e-14	-0.001813652046004099	0.0	-0.25	swpf0
1.01246116467972	-0.00568659	-0.720697	0.834217	-0.02507760998461468	0.0	-0.25	swpf0
1.060660171779821	-0.0374465	-0.828208	-0.0335369	-0.125	0.0	-0.25	swpf0
1.17775698962184	-0.126613	-0.858119	-0.166181	-0.3871115266030996	0.0	-0.25	swpf0
1.549393557837805	-0.43603	-0.787981	-0.18964	-1.400620397069292	0.0	-0.25	swpf0
3.0	-1.74195	-0.49676	-0.138973	-8.0	0.0	-0.25	swpf0
