u	a	a1	a2	p2	p1	p0	seed
1.000906415228719	0	57.7265	-1.45519e-11	-0.001813652046004099	0.0	-0.25	swpf0
1.01246116467972	1.36443	73.0546	-1991.69	-0.02507760998461468	0.0	-0.25	swpf0
1.060660171779821	4.30654	47.9664	-223.57	-0.125	0.0	-0.25	swpf0
1.17775698962184	9.2648	37.0358	-49.6449	-0.3871115266030996	0.0	-0.25	swpf0
1.549393557837805	21.5219	29.2757	-11.1514	-1.400620397069292	0.0	-0.25	swpf0
3.0	59.6772	24.1389	-1.26614	-8.0	0.0	-0.25	swpf0
