2025-09-10T21:26:11-04:00	3164590 HEAD@{2025-09-10T21:26:11-04:00}: commit: ci(lint): safe actionlint installer + minimal lint workflow
2025-09-10T21:18:23-04:00	b9db0ee HEAD@{2025-09-10T21:18:23-04:00}: commit: ci: trigger ci-fast
2025-09-10T21:09:00-04:00	fccdcd3 HEAD@{2025-09-10T21:09:00-04:00}: commit: ci: add nightly prewarm workflow and harden ci-fast (paths-ignore, restore-keys, echo key)
2025-09-10T21:08:46-04:00	c01f7d3 HEAD@{2025-09-10T21:08:46-04:00}: commit: ci(fast): add paths-ignore + restore-keys, print cache key
2025-09-10T21:03:20-04:00	95a07f7 HEAD@{2025-09-10T21:03:20-04:00}: commit: ci: stabilize cache key fallback (lean-toolchain + lakefile.lean) for first-run reuse
2025-09-10T21:00:46-04:00	45c62d4 HEAD@{2025-09-10T21:00:46-04:00}: commit: ci: fast cached build workflow (restore->build->save, cancel dupes)
2025-09-10T20:57:46-04:00	64d7a93 HEAD@{2025-09-10T20:57:46-04:00}: commit: ci: add cold/warm bench workflow with cache and docs update
2025-09-10T20:19:23-04:00	eee927a HEAD@{2025-09-10T20:19:23-04:00}: commit: stabilize: fix request-note/preimage writers, add CI speed reporter, patch tau_gate prompt-sim bypass, enforce LF
2025-09-10T18:37:24-04:00	13397a9 HEAD@{2025-09-10T18:37:24-04:00}: commit: bench: update local runs + publish medians
2025-09-10T18:25:55-04:00	fc09625 HEAD@{2025-09-10T18:25:55-04:00}: commit: tidy: remove accidental CACBE preimage from manifest + sidecars (no chain edits)
2025-09-10T17:54:58-04:00	ae8a74d HEAD@{2025-09-10T17:54:58-04:00}: commit: bench: make-less runner; Lakefile duplicate guard; Windows-safe fallbacks
2025-09-10T17:41:44-04:00	024024c HEAD@{2025-09-10T17:41:44-04:00}: commit: ingress/docs: add write_request_note.sh; document .tau_ledger mirroring; add Golden diff; cross-link audit & monograph
2025-09-10T17:23:09-04:00	01c758e HEAD@{2025-09-10T17:23:09-04:00}: commit: docs(monograph): pocket-sized framework state (2025-09-10)
2025-09-10T17:02:28-04:00	4a0b36b HEAD@{2025-09-10T17:02:28-04:00}: commit: docs(audit): ground-truth monograph at 7e3fa2c (2025-06-11), no bullets
2025-09-10T16:55:59-04:00	50d8bf3 HEAD@{2025-09-10T16:55:59-04:00}: commit: docs(audit): ground-truth monograph for tau-Crystal at main (2025-09-10)
2025-09-10T16:51:22-04:00	5040be7 HEAD@{2025-09-10T16:51:22-04:00}: commit: docs/bin: align binder to receipts/, add pointers to ground-truth audit
2025-09-10T16:46:00-04:00	4d31fc7 HEAD@{2025-09-10T16:46:00-04:00}: commit: docs: document canonical request ingress and manifest note
2025-09-10T16:37:36-04:00	9f2a092 HEAD@{2025-09-10T16:37:36-04:00}: commit: bin: add bind_request.sh sidecar (writes .tau_ledger/<stem>.sha256 and preimage.path)
2025-09-10T16:34:23-04:00	d7fcd01 HEAD@{2025-09-10T16:34:23-04:00}: commit: docs: monograph on request preimage canon and digest
2025-09-10T16:32:07-04:00	190b85f HEAD@{2025-09-10T16:32:07-04:00}: commit: gitignore: unignore scripts/bin; track save_request_preimage.sh
2025-09-10T15:19:49-04:00	40ccfa4 HEAD@{2025-09-10T15:19:49-04:00}: commit: verify: use ASCII-canonical hashing for contract; doc canonicalization detail
2025-09-10T14:47:54-04:00	e808d3b HEAD@{2025-09-10T14:47:54-04:00}: commit: tools: finish canonical hasher, add receipt_set_contract, allow override in verifier; embed contract_path in TM receipts
2025-09-10T14:44:25-04:00	753743e HEAD@{2025-09-10T14:44:25-04:00}: commit: tools: canonical JSON verifier suite; docs: canonical check; CI: verify receipts
2025-09-10T14:34:45-04:00	92a820d HEAD@{2025-09-10T14:34:45-04:00}: commit: docs: What’s new, tanh mapping note, bash-only repro guide; add GAP shim
2025-09-10T14:21:06-04:00	4117578 HEAD@{2025-09-10T14:21:06-04:00}: commit: Complete residuals_20250910_181553Z: summary+README+manifest+bundle
2025-09-10T14:16:02-04:00	26e807f HEAD@{2025-09-10T14:16:02-04:00}: commit: Campaign: residuals_20250910_181553Z (grid with TM sum-rule pre-gate)
2025-09-10T14:06:57-04:00	8965d77 HEAD@{2025-09-10T14:06:57-04:00}: commit: Add campaign artifact bundle (force-add over ignore)
2025-09-10T14:03:56-04:00	b842ef0 HEAD@{2025-09-10T14:03:56-04:00}: commit: Residuals campaign: bundle + manifest + monograph
2025-09-10T14:00:22-04:00	63e7818 HEAD@{2025-09-10T14:00:22-04:00}: commit: Campaign: residuals_20250910_173422Z (frozen receipts + summary + README)
2025-09-10T13:58:48-04:00	d10c828 HEAD@{2025-09-10T13:58:48-04:00}: commit: Campaign bundle: residuals_20250910_173422Z (summary, README, artifacts)
2025-09-10T13:57:47-04:00	88e89e5 HEAD@{2025-09-10T13:57:47-04:00}: commit: Campaign: residuals_20250910_173422Z (frozen receipts + summary)
2025-09-10T11:56:40-04:00	3b64cf2 HEAD@{2025-09-10T11:56:40-04:00}: commit: docs: publish additional monographs
2025-09-10T11:56:39-04:00	db2550b HEAD@{2025-09-10T11:56:39-04:00}: checkout: moving from main to docs/publish-monographs
2025-09-10T11:56:38-04:00	db2550b HEAD@{2025-09-10T11:56:38-04:00}: checkout: moving from feat/soliton-core to main
2025-09-10T11:56:35-04:00	db2550b HEAD@{2025-09-10T11:56:35-04:00}: checkout: moving from main to feat/soliton-core
2025-09-10T11:56:26-04:00	db2550b HEAD@{2025-09-10T11:56:26-04:00}: checkout: moving from feat/soliton-core to main
2025-09-09T18:01:38-04:00	db2550b HEAD@{2025-09-09T18:01:38-04:00}: checkout: moving from main to feat/soliton-core
2025-09-09T18:00:02-04:00	db2550b HEAD@{2025-09-09T18:00:02-04:00}: Branch: renamed refs/heads/main to refs/heads/main
2025-09-09T17:58:25-04:00	db2550b HEAD@{2025-09-09T17:58:25-04:00}: Branch: renamed refs/heads/main to refs/heads/main
2025-09-09T17:58:23-04:00	db2550b HEAD@{2025-09-09T17:58:23-04:00}: commit: feat(tau_crystal): add Soliton core with proof; CI; sanitize .gitignore
2025-09-09T17:48:39-04:00	ad55f30 HEAD@{2025-09-09T17:48:39-04:00}: Branch: renamed refs/heads/demo/cache-hit-20250908-191920 to refs/heads/main
2025-09-09T17:33:22-04:00	ad55f30 HEAD@{2025-09-09T17:33:22-04:00}: reset: moving to HEAD
