capsule\tpath\tmerkle\twhen_utc\tprovenance
auto-20250922T220215Z	analysis/capsules/auto-20250922T220215Z.tar.gz.sha256	d696ce965fe91c4ecf7d634e5ac70ee2e7dbf41f0fe0ce6330e673603201cbd3	20250922T220215Z	auto
