sha256:79becd00ad076ba01ec0827308da2519cba6a56a71667dfe13a3d598511dc395	analysis/arith/canonical_cr_indices.txt
sha256:1d150d57d29bcc7083f91d6d868fc20fcdacef714641fd5cee6a52bafaa21631	analysis/arith/j_coeffs_Z.txt
