n	s	t	Delta	a	b
7	0.95	0.00	0.590887289358	0.162917058468	0.753804347826
7	0.95	0.01	0.600887289358	0.162917058468	0.763804347826
7	0.95	0.02	0.610887289358	0.162917058468	0.773804347826
7	0.95	0.03	0.620887289358	0.162917058468	0.783804347826
7	0.95	0.04	0.630887289358	0.162917058468	0.793804347826
7	1.00	0.00	0.630561202401	0.162917058468	0.793478260870
7	1.00	0.01	0.639132630973	0.162917058468	0.802049689441
7	1.00	0.02	0.647704059544	0.162917058468	0.810621118012
7	1.00	0.03	0.656275488115	0.162917058468	0.819192546584
7	1.00	0.04	0.664846916687	0.162917058468	0.827763975155
8	0.70	0.00	0.388961744680	0.166473037929	0.555434782609
8	0.70	0.01	0.398961744680	0.166473037929	0.565434782609
8	0.70	0.02	0.408961744680	0.166473037929	0.575434782609
8	0.70	0.03	0.418961744680	0.166473037929	0.585434782609
8	0.70	0.04	0.428961744680	0.166473037929	0.595434782609
8	0.75	0.00	0.428635657723	0.166473037929	0.595108695652
8	0.75	0.01	0.438635657723	0.166473037929	0.605108695652
8	0.75	0.02	0.448635657723	0.166473037929	0.615108695652
8	0.75	0.03	0.458635657723	0.166473037929	0.625108695652
8	0.75	0.04	0.468635657723	0.166473037929	0.635108695652
8	0.80	0.00	0.468309570767	0.166473037929	0.634782608696
8	0.80	0.01	0.478309570767	0.166473037929	0.644782608696
8	0.80	0.02	0.488309570767	0.166473037929	0.654782608696
8	0.80	0.03	0.498309570767	0.166473037929	0.664782608696
8	0.80	0.04	0.508309570767	0.166473037929	0.674782608696
8	0.85	0.00	0.507983483810	0.166473037929	0.674456521739
8	0.85	0.01	0.517983483810	0.166473037929	0.684456521739
8	0.85	0.02	0.527983483810	0.166473037929	0.694456521739
8	0.85	0.03	0.537983483810	0.166473037929	0.704456521739
8	0.85	0.04	0.547983483810	0.166473037929	0.714456521739
8	0.90	0.00	0.547657396854	0.166473037929	0.714130434783
8	0.90	0.01	0.557657396854	0.166473037929	0.724130434783
8	0.90	0.02	0.567657396854	0.166473037929	0.734130434783
8	0.90	0.03	0.577657396854	0.166473037929	0.744130434783
8	0.90	0.04	0.587657396854	0.166473037929	0.754130434783
8	0.95	0.00	0.587331309897	0.166473037929	0.753804347826
8	0.95	0.01	0.597331309897	0.166473037929	0.763804347826
8	0.95	0.02	0.607331309897	0.166473037929	0.773804347826
8	0.95	0.03	0.617331309897	0.166473037929	0.783804347826
8	0.95	0.04	0.627331309897	0.166473037929	0.793804347826
8	1.00	0.00	0.627005222941	0.166473037929	0.793478260870
8	1.00	0.01	0.635576651512	0.166473037929	0.802049689441
8	1.00	0.02	0.644148080084	0.166473037929	0.810621118012
8	1.00	0.03	0.652719508655	0.166473037929	0.819192546584
8	1.00	0.04	0.661290937226	0.166473037929	0.827763975155
9	0.70	0.00	0.385908916199	0.169525866410	0.555434782609
9	0.70	0.01	0.395908916199	0.169525866410	0.565434782609
9	0.70	0.02	0.405908916199	0.169525866410	0.575434782609
9	0.70	0.03	0.415908916199	0.169525866410	0.585434782609
9	0.70	0.04	0.425908916199	0.169525866410	0.595434782609
9	0.75	0.00	0.425582829242	0.169525866410	0.595108695652
9	0.75	0.01	0.435582829242	0.169525866410	0.605108695652
9	0.75	0.02	0.445582829242	0.169525866410	0.615108695652
9	0.75	0.03	0.455582829242	0.169525866410	0.625108695652
9	0.75	0.04	0.465582829242	0.169525866410	0.635108695652
9	0.80	0.00	0.465256742286	0.169525866410	0.634782608696
9	0.80	0.01	0.475256742286	0.169525866410	0.644782608696
9	0.80	0.02	0.485256742286	0.169525866410	0.654782608696
9	0.80	0.03	0.495256742286	0.169525866410	0.664782608696
9	0.80	0.04	0.505256742286	0.169525866410	0.674782608696
9	0.85	0.00	0.504930655329	0.169525866410	0.674456521739
9	0.85	0.01	0.514930655329	0.169525866410	0.684456521739
9	0.85	0.02	0.524930655329	0.169525866410	0.694456521739
9	0.85	0.03	0.534930655329	0.169525866410	0.704456521739
9	0.85	0.04	0.544930655329	0.169525866410	0.714456521739
9	0.90	0.00	0.544604568373	0.169525866410	0.714130434783
9	0.90	0.01	0.554604568373	0.169525866410	0.724130434783
9	0.90	0.02	0.564604568373	0.169525866410	0.734130434783
9	0.90	0.03	0.574604568373	0.169525866410	0.744130434783
9	0.90	0.04	0.584604568373	0.169525866410	0.754130434783
9	0.95	0.00	0.584278481416	0.169525866410	0.753804347826
9	0.95	0.01	0.594278481416	0.169525866410	0.763804347826
9	0.95	0.02	0.604278481416	0.169525866410	0.773804347826
9	0.95	0.03	0.614278481416	0.169525866410	0.783804347826
9	0.95	0.04	0.624278481416	0.169525866410	0.793804347826
9	1.00	0.00	0.623952394460	0.169525866410	0.793478260870
9	1.00	0.01	0.632523823031	0.169525866410	0.802049689441
9	1.00	0.02	0.641095251603	0.169525866410	0.810621118012
9	1.00	0.03	0.649666680174	0.169525866410	0.819192546584
9	1.00	0.04	0.658238108746	0.169525866410	0.827763975155
10	0.70	0.00	0.383268192464	0.172166590145	0.555434782609
10	0.70	0.01	0.393268192464	0.172166590145	0.565434782609
10	0.70	0.02	0.403268192464	0.172166590145	0.575434782609
10	0.70	0.03	0.413268192464	0.172166590145	0.585434782609
10	0.70	0.04	0.423268192464	0.172166590145	0.595434782609
10	0.75	0.00	0.422942105507	0.172166590145	0.595108695652
10	0.75	0.01	0.432942105507	0.172166590145	0.605108695652
10	0.75	0.02	0.442942105507	0.172166590145	0.615108695652
10	0.75	0.03	0.452942105507	0.172166590145	0.625108695652
10	0.75	0.04	0.462942105507	0.172166590145	0.635108695652
10	0.80	0.00	0.462616018551	0.172166590145	0.634782608696
10	0.80	0.01	0.472616018551	0.172166590145	0.644782608696
10	0.80	0.02	0.482616018551	0.172166590145	0.654782608696
10	0.80	0.03	0.492616018551	0.172166590145	0.664782608696
10	0.80	0.04	0.502616018551	0.172166590145	0.674782608696
10	0.85	0.00	0.502289931594	0.172166590145	0.674456521739
10	0.85	0.01	0.512289931594	0.172166590145	0.684456521739
10	0.85	0.02	0.522289931594	0.172166590145	0.694456521739
10	0.85	0.03	0.532289931594	0.172166590145	0.704456521739
10	0.85	0.04	0.542289931594	0.172166590145	0.714456521739
10	0.90	0.00	0.541963844637	0.172166590145	0.714130434783
10	0.90	0.01	0.551963844637	0.172166590145	0.724130434783
10	0.90	0.02	0.561963844637	0.172166590145	0.734130434783
10	0.90	0.03	0.571963844637	0.172166590145	0.744130434783
10	0.90	0.04	0.581963844637	0.172166590145	0.754130434783
10	0.95	0.00	0.581637757681	0.172166590145	0.753804347826
10	0.95	0.01	0.591637757681	0.172166590145	0.763804347826
10	0.95	0.02	0.601637757681	0.172166590145	0.773804347826
10	0.95	0.03	0.611637757681	0.172166590145	0.783804347826
10	0.95	0.04	0.621637757681	0.172166590145	0.793804347826
10	1.00	0.00	0.621311670724	0.172166590145	0.793478260870
10	1.00	0.01	0.629883099296	0.172166590145	0.802049689441
10	1.00	0.02	0.638454527867	0.172166590145	0.810621118012
10	1.00	0.03	0.647025956439	0.172166590145	0.819192546584
10	1.00	0.04	0.655597385010	0.172166590145	0.827763975155
